;3.01;3.01.01;3.01.01.01;3.01.01.02;3.01.02;3.01.02.01;3.01.02.02;3.01.03;3.01.03.01;3.01.03.02;3.01.03.03;3.01.04;3.01.04.01;3.01.04.02;3.01.04.03;3.01.05;3.01.06;3.01.07;3.01.08;3.01.09;3.01.10;3.01.11;3.01.12;3.01.13;3.01.14;3.01.15;3.01.16;3.01.17;3.02;3.02.01;3.02.01.01;3.02.01.02;3.02.01.03;3.02.02;3.02.02.01;3.02.02.02;3.02.02.03;3.02.03;3.02.03.01;3.02.03.02;3.02.03.03;3.02.04;3.02.04.01;3.02.04.02;3.02.04.03;3.02.05;3.02.06;3.02.07;3.02.08;3.02.09;3.02.10;3.02.11;3.02.12;3.02.13;3.02.14;3.02.15;3.02.16;3.02.17;3.03;3.04;3.04.01;3.04.01.01;3.04.01.02;3.04.01.03;3.04.01.04;3.04.01.05;3.04.01.06;3.04.01.07;3.04.01.08;3.04.01.09;3.04.01.10;3.04.01.11;3.04.01.12;3.04.01.13;3.04.01.14;3.04.01.15;3.04.01.16;3.04.01.17;3.04.01.18;3.04.01.20;3.04.02;3.04.02.01;3.04.02.02;3.04.02.03;3.04.02.04;3.04.02.05;3.04.02.06;3.04.02.07;3.04.02.08;3.04.02.09;3.04.02.10;3.04.02.11;3.04.02.12;3.04.02.13;3.04.02.14;3.04.02.15;3.04.02.16;3.04.02.17;3.04.02.18;3.04.02.19;3.04.02.20;3.04.03;3.04.03.01;3.04.03.02;3.04.03.03;3.04.03.04;3.04.03.05;3.04.03.06;3.04.04;3.04.04.01;3.04.04.02;3.04.04.03;3.04.04.04;3.04.04.05;3.04.04.06;3.04.04.07;3.04.04.08;3.04.04.09;3.04.04.10;3.04.04.11;3.04.04.12;3.04.04.13;3.04.04.14;3.04.04.20;3.04.05;3.04.05.01;3.04.05.02;3.04.05.03;3.04.05.04;3.04.05.05;3.04.05.06;3.04.05.07;3.04.05.08;3.04.05.09;3.04.05.10;3.04.05.11;3.04.05.12;3.04.05.13;3.04.05.14;3.04.05.20;3.04.06;3.04.06.01;3.04.06.02;3.04.06.03;3.04.06.04;3.04.06.05;3.04.06.06;3.04.06.07;3.04.07;3.04.07.01;3.04.08;3.05;3.05.01;3.05.02;3.05.03;3.05.04;3.05.05;3.05.06;3.06;3.06.01;3.06.01.01;3.06.01.02;3.06.01.03;3.06.01.04;3.06.01.05;3.06.01.06;3.06.01.07;3.06.01.08;3.06.01.09;3.06.02;3.06.02.01;3.06.02.02;3.06.02.03;3.06.02.04;3.06.02.05;3.06.02.06;3.06.02.07;3.06.02.08;3.06.02.09;3.06.02.10;3.06.02.11;3.07;3.08;3.08.01;3.08.01.01;3.08.02;3.09;3.09.01;3.09.02;3.10;3.10.01;3.10.01.01;3.10.01.02;3.10.01.03;3.10.01.04;3.10.01.20;3.10.02;3.10.02.01;3.10.02.02;3.10.02.03;3.11;3.11.01;3.11.02;3.12;3.12.01;3.12.02;3.13;3.13.01;3.13.02;3.99;3.99.01;3.99.01.01;3.99.01.02;3.99.01.03;3.99.01.04;3.99.02;3.99.02.01;3.99.02.02;3.99.02.03;3.99.02.04;ano;cvm;empresa_descr
valores;8.342;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3.053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.289;28.941;;;;;;;;;;;;;;;;;;;;;-10.192;;;;;;;;;;;;;;;;;;;;;;;;;;;;79.052;;;;;;;;;;;;;;;;-39.919;;;;;;;;;;;;;;;;;;;;;;;;;;;34.230;;;;;;;-89.441;7.976;;;;;;;;;;-97.417;;;;;;;;;;;;-55.211;;;;;-55.211;;;;;;;;;;;;;;-55.211;-55.211;;;;;;;;;;-4,41510;;;;;;;;;2014;6815;IGB SA
valores;648.611;;;;;;;;;;;;;;;;;;;;;;;;;;;;-481.184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;167.427;-157.844;-72.738;;;;;;;;;;;;;;;;;;;;-90.059;-63.793;-19.824;-6.442;;;;;;;;;;;;;;;;;;;;;;;;;4.953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.583;;;;;;;2.748;14.403;;;;;;;;;;-11.655;-12.947;1.292;;;;;;;;;;12.331;-4.661;;;;7.670;;;0;;;;;;;;;;;7.670;7.235;435;;;;;;;;;0,10000;;;;;0,10000;;;;2014;7510;INDS ROMI
valores;87.968;;;;;;;;;;;;;;;;;;;;;;;;;;;;-72.763;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.205;-17.881;-12.596;;;;;;;;;;;;;;;;;;;;-9.619;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.210;0;0;2.218;3.992;;;;;;;;;;;;-1.876;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.676;;;;;;;-37.919;1.234;;;;;;;;;;-39.153;;;;;;;;;;;;-40.595;6.924;;;6.924;-33.671;;;;;;;;;;;;;;-33.671;-33.671;0;;;;;;;;;-0,79100;-0,79100;;;;;;;;2014;7544;TEX RENAUX
valores;619.331;;;;;;;;;;;;;;;;;;;;;;;;;;;;-766.801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-147.470;-487.266;-147.559;-124.237;-23.322;;;;;;;;;;;;;;;;;;-373.956;-109.066;-9.037;-164.533;-91.320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.090;;;-353;23.443;;;;;;;;;;;;11.159;;;;;;;;;;;-634.736;;;;;;;-166.136;174.779;;;;;;;;;;-340.915;;;;;;;;;;;;-800.872;57.095;1.986;;55.109;-743.777;;;;;;;;;;;;;;-743.777;-767.220;23.443;;;;;;;;;;;;;;;;;;2014;7595;INEPAR
valores;5.021.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3.767.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.254.000;7.069.000;-582.000;;;;;;;;;;;;;;;;;;;;-300.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;201.000;;;;;;;;;;;;;;;;-158.000;-158.000;;;;;;;;;;;;;;;7.908.000;;;;;;;;;;;8.323.000;;;;;;;-60.000;;;;;;;;;;;-60.000;;;;;;;;;;;;8.263.000;-102.000;-56.000;;-46.000;8.161.000;;;0;;;;;;;;;;;8.161.000;7.911.000;250.000;;;;;;;;;1,30000;1,30000;;;;1,30000;1,30000;;;2014;7617;ITAUSA
valores;799.197;;;;;;;;;;;;;;;;;;;;;;;;;;;;-713.980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85.217;-212.330;-57.475;;;;;;;;;;;;;;;;;;;;-98.515;-93.893;-3.733;-889;;;;;;;;;;;;;;;;;;;;;;;;;279.497;;;;;;;;;;;;;;;;-333.658;;;;;;;;;;;;;;;;-2.179;;;;;;;;;;;-127.113;;;;;;;-28.199;61.057;;;;;;;;;;-89.256;;;;;;;;;;;;-155.312;-105.305;-27.119;;-78.186;-260.617;;;;;;;;;;;;;;-260.617;-251.393;-9.224;;;;;;;;;-1,04340;;;;;;;;;2014;7811;JOAO FORTES
valores;905.841;;;;;;;;;;;;;;;;;;;;;;;;;;;;-687.921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;217.920;-74.481;-40.883;;;;;;;;;;;;;;;;;;;;-51.913;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.316;;;;;;;;;;;;;;;;-19.001;;;;;;;;;;;;;;;;;;;;;;;;;;;143.439;;;;;;;-8.028;29.305;;;;;;;;;;-37.333;;;;;;;;;;;;135.411;-2.727;-22.591;;19.864;132.684;;;;;;;;;;;;;;132.684;132.684;;;;;;;;;;5,05940;;;;;5,04470;;;;2014;7870;KEPLER WEBER
valores;380.540;391.353;;;43.912;;;51.361;;;;5.079;;;;465.062;-576.227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;380.540;-226.680;;;;;;;;;;;;;;;;;;;;;-139.442;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-87.238;-32.036;-55.202;0;;;;;;;;;;;;;;;;;;;;;;;;153.860;;;;;;;-120.735;30.791;35.240;-4.449;;;;;;;;-151.526;;;;;;;;;;;;33.125;-19.982;;;;13.143;;;;;;;;;;;;;;13.143;23.695;-10.552;;;;;;;;;0,00000;;;;;;;;;2014;80020;GP INVEST
valores;1.486.109;;;;;;;;;;;;;;;;;;;;;;;;;;;;-111.529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.374.580;-1.107.065;-20.104;;;;;;;;;;;;;;;;;;;;-1.111.868;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.709;1.709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.198;;;;;;;;;;;267.515;;;;;;;-66.476;-8.574;24.559;-33.133;;;;;;;;-57.902;;;;;;;;;;;;201.039;-101.475;-78.101;;-23.374;99.564;;;;;;;;;;;;;;99.564;95.756;3.808;;;;;;;;;0,13459;;;;;0,12946;;;;2014;80047;WILSON SONS
valores;1.918.106;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.069.718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;848.388;149.299;493.367;;;;;;;;;;;;;;;;;;;;-469.831;;;;;;;;;;;;;;;;;;;;;-523.395;-9.225;-17.474;-496.696;;;;;;;;;;;;;;;;;;;;748.375;278.228;291.910;;158.674;;19.563;;;;;;;;;;-99.217;-99.217;;;;;;;;;;997.687;;;;;;;-342.446;;;;;;;;;;;;;;;;;;;;;;;655.241;;;;;655.241;654.791;450;;;;;;;;;;;;;;;;;;;;;;;0,91050;;;;;0,91050;;;;2014;80063;PATAGONIA
valores;338.191;129.573;;;237.576;;;-28.958;;;;;;;;;;;;;;;;;;;;;-677.913;-677.913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-339.722;-65.039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-271.972;;;;;;;;;;;;;;;;;;;;;;;657.443;364.388;293.055;;;;;;;;;;;;;;-176.214;;;;;;;;-274.296;;;-404.761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-404.761;;;;;-404.761;-99.120;-305.641;;;;;;;;;;;;;;;;;;;;;;;-0,15000;;;;;-0,15000;;;;2014;80152;PPLA
valores;16.145.669;;;;;;;;;;;;;;;;;;;;;;;;;;;;-11.308.805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.836.864;-3.155.682;-2.476.609;;;;;;;;;;;;;;;;;;;;-579.748;-40.044;-539.704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-99.325;;-73.925;-25.400;;;;;;;;;;;;;;;;;;;;;;;;1.681.182;;;;;;;-1.248.931;579.159;;;;;;;;;;-1.828.090;;;;;;;;;;;;432.251;-77.041;-196.472;;119.431;355.210;;;0;;;;;;;;;;;355.210;427.832;-72.622;;;;;;;;;0,36148;0,36148;;;;0,35975;0,35975;;;2014;8087;LOJAS AMERIC
valores;5.216.820;4.642.611;;;574.209;;;;;;;;;;;;;;;;;;;;;;;;-2.165.915;-2.143.141;;;;-22.774;;;;;;;;;;;;;;;;;;;;;;;;;3.050.905;-2.248.855;-1.171.753;;;;;;;;;;;;;;;;;;;;-397.998;;;;;;;;;;;;;;;;;;;;;-188.460;;;;;;;15.034;;;;;;;;;;;;;;;;-505.678;;;;;;;;;;;;;;;;;;;;;;;;;;;802.050;;;;;;;-93.875;93.088;;;;;;;;;;-186.963;;;;;;;;;;;;708.175;-236.755;-266.888;;30.133;471.420;;;;;;;;;;;;;;471.420;471.420;;;;;;;;;;3,73270;;;;;3,72680;;;;2014;8133;LOJAS RENNER
valores;63.508;8.030;;;53.766;;;1.712;;;;;;;;;;;;;;;;;;;;;-46.318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.190;-9.993;;;;;;;;;;;;;;;;;;;;;-12.234;-9.600;-666;-1.968;;;;;;;;;;;;;;;;;;;;;;;;;3.390;430;2.960;;;;;;;;;;;;;;-1.149;;;;;;;;;;;;;;;;;;;;;;;;;;;7.197;;;;;;;-1.148;813;;;;;;;;;;-1.961;;;;;;;;;;;;6.049;-1.975;-2.152;;177;4.074;;;;;;;;;;;;;;4.074;4.074;;;;;;;;;;2,35120;2,35120;;;;;;;;2014;8192;TREVISA
valores;449.941;;;;;;;;;;;;;;;;;;;;;;;;;;;;-403.257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.684;-61.288;-11.811;;;;;;;;;;;;;;;;;;;;-34.843;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;-14.634;;;;;;;;;;;;;;;;;;;;;;;;;;;-14.604;;;;;;;-28.868;6.758;6.758;0;0;;;;;;;-35.626;-26.504;0;-9.122;;;;;;;;;-43.472;-883;-883;;0;-44.355;;;0;0;;;;;;;;;;-44.355;-15.855;-28.500;;;;;;;;;-0,00256;-0,00256;;;;;;;;2014;8397;MANGELS INDL
valores;210.814;251.614;;;-295;;;-4.834;;;;-35.671;;;;;;;;;;;;;;;;;-106.524;-106.524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104.290;-89.953;-38.596;;;;;;;;;;;;;;;;;;;;-35.141;;-34.105;-1.036;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;-16.216;;;;;;;;;;;;;;;;;;;;;;;;;;;14.337;;;;;;;-33.517;4.685;;;;;;;;;;-38.202;;;;;;;;;;;;-19.180;-6.213;-6.213;;;-25.393;;;;;;;;;;;;;;-25.393;-25.393;;;;;;;;;;;;;;;;;;;2014;8427;ESTRELA
valores;3.400.194;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.807.859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;592.335;-327.073;-196.438;;;;;;;;;;;;;;;;;;;;-171.341;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.386;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;35.320;;;;;;;;;;;265.262;;;;;;;11.101;240.239;;;;;;;;;;-229.138;;;;;;;;;;;;276.363;-52.293;-56.111;;3.818;224.070;;;;;;;;;;;;;;224.070;222.152;1.918;;;;;;;;;0,25182;0,25182;;;;0,24983;0,24983;;;2014;8451;MARCOPOLO
valores;2.332.980;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.723.999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;608.981;-330.246;-173.931;;;;;;;;;;;;;;;;;;;;-72.371;;;;;;;;;;;;;;;;;;;;;;;;;;;;105.785;;;;;;;;;;;;;;;;-189.729;-75.239;-114.490;;;;;;;;;;;;;;;;;;;;;;;;;278.735;;;;;;;-16.528;119.317;;;;;;;;;;-135.845;;;;;;;;;;;;262.207;-65.542;-54.435;;-11.107;196.665;;;;;;;;;;;;;;196.665;208.104;-11.439;;;;;;;;;1,62190;;;;;1,62190;;;;2014;8575;METAL LEVE
valores;42.546.339;;;;;;;;;;;;;;;;;;;;;;;;;;;;-37.406.328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.140.011;-2.270.026;-691.021;;;;;;;;;;;;;;;;;;;;-2.043.081;;;;;;;;;;;;;;;;;;;;;;;;;;;;243.360;;;;;;;;;;;;;;;;118.841;-178.313;-339.374;636.528;;;;;;;;;;;;;101.875;;;;;;;;;;;2.869.985;;;;;;;-1.760.312;311.586;299.848;;11.738;;;;;;;-2.071.898;-1.595.556;-476.342;;;;;;;;;;1.109.673;-4.381;-586.050;;581.669;1.105.292;;;;;;;;;;;;;;1.105.292;202.145;903.147;;;;;;;;;0,50000;0,50000;;;;0,50000;0,50000;;;2014;8656;GERDAU MET
valores;577.568;;;;;;;;;;;;;;;;;;;;;;;;;;;;-180.478;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;397.090;-541.868;;;;;;;;;;;;;;;;;;;;;-110.412;;;;;;;;;;;;;;;;;;;;;;;;;;;;221.500;;221.500;;;;;;;;;;;;;;-44.402;;;-44.402;;;;;;;;;;;;;-608.554;-608.554;;;;;;;;;;-144.778;;;;;;;-179.925;138.536;;;;;;;;;;-318.461;;;;;;;;;;;;-324.703;-23.465;-44.682;;21.217;-348.168;;;;;;;;;;;;;;-348.168;-172.708;-175.460;;;;;;;;;-0,44770;0,00000;;;;-0,44950;0,00000;;;2014;8672;JEREISSATI
valores;236.661.996;179.104.170;;;57.557.826;;;;;;;;;;;;;;;;;;;;;;;;-170.560.598;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66.101.398;-47.106.441;-28.926.832;;;;;;;;;;;;;;;;;;;;-18.557.681;;;;;;;;;;;;;;;;;;;;;;;;;;;;378.072;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;18.994.957;;;;;;;7.252.775;26.462.749;;;;;;;;;;-19.209.974;;;;;;;;;;;;26.247.732;-6.321.095;-7.542.601;;1.221.506;19.926.637;;;;;;;;;;;;;;19.926.637;19.926.637;;;;;;;;;;2,17631;2,17631;;;;;;;;2014;8753;METISA
valores;4.910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.910;163.021;;;;;;;;;;;;;;;;;;;;;-36.115;;;;;;;;;;;;;;;;;;;;;;;;;;;;141.813;18.836;100.431;;;;;;;;;;;;;22.546;-62.386;;-50.123;-10.658;;;;;;;;;;;;-1.605;119.709;;;;;;;;;;;167.931;;;;;;;17.347;95.452;;;;;;;;;;-78.105;;;;;;;;;;;;185.278;-1.362;-4.229;;2.867;183.916;;;;;;;;;;;;;;183.916;184.355;-439;;;;;;;;;15,04820;;;;;;;;;2014;8893;MONT ARANHA
valores;543.254;;;;;;;;;;;;;;;;;;;;;;;;;;;;-317.442;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;225.812;-195.417;-114.339;;;;;;;;;;;;;;;;;;;;-82.435;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.852;;;;;;;;;;;;;;;;-495;;;;;;;;;;;;;;;;;;;;;;;;;;;30.395;;;;;;;-13.305;13.517;;;;;;;;;;-26.822;;;;;;;;;;;;17.090;101;-2.962;;3.063;17.191;;;;;;;;;;;;;;17.191;16.407;784;;;;;;;;;;;;;;;;;;2014;9040;NADIR FIGUEI
valores;7.265.360;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5.356.784;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.908.576;-704.246;-300.796;;;;;;;;;;;;;;;;;;;;-418.372;;;;;;;;;;;;;;;;;;;;;;;;;;;;69.958;;;;;;;;;;;;;;;;-55.036;;;;;;;;;;;;;;;;;;;;;;;;;;;1.204.330;;;;;;;-1.554.603;288.557;;;;;;;;;;-1.843.160;;;;;;;;;;;;-350.273;118.575;-17.787;;136.362;-231.698;;;;;;;;;;;;;;-231.698;-56.235;-175.463;;;;;;;;;-0,31506;-0,34657;-0,34657;;;-0,31506;-0,34657;-0,34657;;2014;9067;SUZANO HOLD
valores;99.723.519;103.893.096;;;-1.933.003;;;-991.894;;;;-1.244.680;;;;;;;;;;;;;;;;;-53.847.329;;;;;;;;;-53.847.329;;;;;;;;;;;;;;;;;;;;;45.876.190;-26.545.399;16.739.256;;;;;;;;;;;;;;;;;;;;-13.667.639;;;;;;;;;;;;;;;;;;;;;-12.971.521;;;;;;;-3.926.682;-3.926.682;;;;;;;;;;;;;;;5.411.845;5.411.845;;;;;;;;;;;;;;;-19.520.474;-10.291.386;-2.932.687;-6.296.401;;;;;1.389.816;;;19.330.791;;;;;;;-3.914.313;-6.959.862;;;;;;;;;;3.045.549;;;;;;;;;;;;15.416.478;;;;;15.416.478;15.314.943;101.535;;;;;;;;;;;;;;;;;;;;;;;3,48000;3,82000;;;;;;;;2014;906;BRADESCO
valores;1.887.076;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.467.670;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;419.406;-343.084;-381.044;;;;;;;;;;;;;;;;;;;;-49.029;;;;;;;;;;;;;;;;;;;;;;;;;;;;86.989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76.322;;;;;;;-14.812;6.213;;;;;;;;;;-21.025;;;;;;;;;;;;61.510;-12.151;-12.418;;267;49.359;;;;;;;;;;;;;;49.359;49.359;;;;;;;;;;10,82488;10,82488;;;;10,82488;10,82488;;;2014;9342;DIMED
valores;4.734.359;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4.350.184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;384.175;-257.579;-30.182;;;;;;;;;;;;;;;;;;;;-101.005;-69.956;-13.146;-17.903;;;;;;;;;;;;;;;;;;;;;;;;;105.027;;;;;;;;;;;;;;;;-231.419;;;;;;;;;;;;;;;;;;;;;;;;;;;126.596;;;;;;;21.665;730.535;;;;;;;;;;-708.870;;;;;;;;;;;;148.261;-24.380;-1.940;;-22.440;123.881;;;;;;;;;;;;;;123.881;123.881;;;;;;;;;;0,38813;;;;;0,38813;;;;2014;9393;PARANAPANEMA
valores;736.923;;;;;;;;;;;;;;;;;;;;;;;;;;;;-661.265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75.658;-51.859;-31.011;;;;;;;;;;;;;;;;;;;;-24.197;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.587;;;;;;;;;;;;;;;;-238;;;;;;;;;;;;;;;;;;;;;;;;;;;23.799;;;;;;;-1.145;30.288;;;;;;;;;;-31.433;;;;;;;;;;;;22.654;-7.109;-6.286;;-823;15.545;;;;;;;;;;;;;;15.545;15.545;;;;;;;;;;0,95292;0,95292;;;;;;;;2014;94;PANATLANTICA
valores;337.260.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;-256.823.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80.437.000;-102.353.000;-15.974.000;;;;;;;;;;;;;;;;;;;;-11.223.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-75.607.000;-1.801.000;-2.589.000;-7.135.000;-1.045.000;-12.207.000;-6.194.000;-44.636.000;;;;;;;;;451.000;;;;;;;;;;;-21.916.000;;;;;;;-3.900.000;5.355.000;4.634.000;721.000;;;;;;;;-9.255.000;-9.255.000;0;;;;;;;;;;-25.816.000;3.892.000;-4.133.000;;8.025.000;-21.924.000;;;;;;;;;;;;;;-21.924.000;-21.587.000;-337.000;;;;;;;;;-1,65000;-1,65000;;;;-1,65000;-1,65000;;;2014;9512;PETROBRAS
valores;238.174;;;;;;;;;;;;;;;;;;;;;;;;;;;;-298.377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-60.203;-95.879;0;;;;;;;;;;;;;;;;;;;;-108.558;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.506;;;;;;;;;;;;;;;;-3.183;;;;;;;;;;;;;;;;-1.644;;;;;;;;;;;-156.082;;;;;;;-29.733;2.300;;;;;;;;;;-32.033;;;;;;;;;;;;-185.815;;;;;-185.815;;;371;371;371;;;;;;;;;-185.444;-185.815;371;;;;;;;;;0,00000;0,00000;;;;;;;;2014;9989;PET MANGUINH
valores;182.368.871;182.368.871;;;;;;;;;;;;;;;;;;;;;;;;;;;-159.904.025;-136.620.920;;;;-23.288.968;;;;5.863;;;;;;;;;;;;;;;;;;;;;22.464.846;-12.327.342;;;;;;;;;;;;;;;;;;;;;-21.329.593;;;;;;;;;;;;;;;;;;;;;-10.380.962;;;;;;;;;;;;;;;;;;;;;;;38.037.526;18.521.352;1.808.465;-596.247;4.392.986;13.910.970;;;;;;;;;;;-18.654.313;-5.639.919;-2.720.550;-4.153.573;-1.123.904;-5.016.367;;;;;;10.137.504;;;;;;;5.660.535;-6.145.380;;;;;;;;;;11.805.915;;;;;;;;;;;;15.798.039;;;;;15.798.039;14.069.582;1.728.457;;;;;;;;;;;;;;;;;;;;;;;5,03000;;;;;5,03000;;;;2015;1023;BRASIL
valores;4.126.254;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.366.828;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.759.426;-1.390.621;-1.007.551;;;;;;;;;;;;;;;;;;;;-281.190;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.958;;;;;;;;;;;;;;;;-122.838;-33.608;-89.230;;;;;;;;;;;;;;0;;;;;;;;;;;368.805;;;;;;;-62.805;160.584;90.658;13.935;55.991;;;;;;;-223.389;-95.602;-14.901;-112.886;;;;;;;;;306.000;-28.099;-21.844;;-6.255;277.901;;;-14.653;-14.653;;;;;;;;;;263.248;272.314;-9.066;;;;;;;;;;;;;;;;;;2015;10456;ALPARGATAS
valores;1.772.815;1.897.635;;;-124.820;;;;;;;;;;;;;;;;;;;;;;;;-1.210.787;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;562.028;-661.872;-486.372;;;;;;;;;;;;;;;;;;;;-131.727;-9.053;-68;0;-122.606;;;;;;;;;;;;;;;;;;;;;;;;12.720;;;;;;;;;;;;;;;;-56.493;-37.943;;-18.550;;;;;;;;;;;;;;;;;;;;;;;;-99.844;;;;;;;-80.478;20.561;;;;;;;;;;-101.039;;;;;;;;;;;;-180.322;35.154;78.669;;-43.515;-145.168;;;238.882;238.882;;;;;;;;;;93.714;93.704;10;;;;;;;;;3,51133;3,51133;;;;3,51133;3,49351;;;2015;10472;SARAIVA LIVR
valores;111.383;125.995;;;-179;;;-14.433;;;;;;;;;;;;;;;;;;;;;-93.427;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.956;-36.101;;;;;;;;;;;;;;;;;;;;;-37.067;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.299;;;;;;;;;;;;;;;;-333;-333;;;;;;;;;;;;;;;;;;;;;;;;;;-18.145;;;;;;;8.251;11.311;;;;;;;;;;-3.060;;;;;;;;;;;;-9.894;-608;-697;;89;-10.502;;;;;;;;;;;;;;-10.502;-10.529;27;;;;;;;;;-4,33114;-4,33114;-4,33114;;;-4,33114;-4,33114;-4,33114;;2015;10880;SONDOTECNICA
valores;45.260;;;;;;;;;;;;;;;;;;;;;;;;;;;;-40.306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.954;-29.444;-2.613;;;;;;;;;;;;;;;;;;;;-15.021;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6.112;;;;;;;;;;;;;;;;-1.932;;;;;;;;;;;;;;;;-3.766;;;;;;;;;;;-24.490;;;;;;;3.424;4.864;;;;;;;;;;-1.440;;;;;;;;;;;;-21.066;0;0;;;-21.066;;;;;;;;;;;;;;-21.066;-17.482;-3.584;;;;;;;;;;;;;;;;;;2015;10960;SPRINGER
valores;496.844;;;;;;;;;;;;;;;;;;;;;;;;;;;;-394.109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102.735;-107.630;;;;;;;;;;;;;;;;;;;;;-119.901;-360;-380;-71.906;-5.929;-10.038;-2.349;-4.079;-2.730;-1.552;-638;-2.073;-1.365;-545;-502;-881;-3.745;-4.381;-2.102;-342;-4.004;;;;;;;;14.737;6.006;0;5.061;;3.670;;;;;;;;;;;-3.657;-24;-96;-3.321;0;-216;;;;;;;;;;;1.191;1.191;;;;;;;;;;-4.895;;;;;;;11.215;13.816;12.451;946;63;354;2;;;;;-2.601;-2.445;-134;-16;;-6;;;;;;;6.320;-2.514;-2.514;;0;3.806;;;137;137;;;;;;;;;;3.943;3.964;-21;;;;;;;;;0,15154;0,16669;;;;0,15154;0,16669;;;2015;11070;WLM IND COM
